time	sap_flux	sap_flux_err	pdcsap_flux	pdcsap_flux_err
1791.583998718593	15358656.0	416.591	14905825.0	421.8411
1791.5853876418207	15387612.0	416.98907	14929156.0	422.24417
1791.586776565048	15371887.0	416.78644	14904214.0	422.039
1791.58816548781	15370781.0	416.7484	14912657.0	422.00052
1791.5895544110379	15385405.0	416.9545	14930679.0	422.2092
1791.5909433338	15371776.0	416.78802	14910366.0	422.04065
1791.5923322570277	15369977.0	416.74368	14907844.0	421.99573
1791.5937211797893	15386182.0	416.9695	14929476.0	422.22437
1791.5951101030162	15378710.0	416.86047	14920745.0	422.11395
1791.5964990257778	15373364.0	416.79346	14916729.0	422.0461
1791.5978879490065	15377301.0	416.85297	14927647.0	422.10638
1791.599276871769	15398935.0	417.12708	14951055.0	422.38394
1791.6006657949963	15382819.0	416.92072	14939735.0	422.17496
1791.6020547177575	15399861.0	417.14417	14966257.0	422.40125
1791.6034436409848	15399608.0	417.1415	14971200.0	422.39856
1791.6048325637469	15404380.0	417.20377	14969246.0	422.4616
1791.6062214869755	15395476.0	417.08408	14961340.0	422.3404
1791.6076104097376	15380385.0	416.8936	14939240.0	422.1475
1791.6089993324988	15397317.0	417.1191	14960972.0	422.37585
1791.610388255726	15391740.0	417.07526	14959095.0	422.33148
