source_id,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag
3313508689807902848,68.86985411156377,17.887244205801725,0.369914939457626,-4.835766378146717,1.071983851799172,13.962125
3313508311850659072,68.7906089382327,17.84569991559244,0.03533247825153324,-4.977732310499639,0.6294936331967977,15.314732
3313471512570916096,68.40198065466171,17.50521796400493,7.014691667630191,-19.257914170182932,1.2724463224435851,15.369898
3313508792887116928,68.87142541222018,17.888282838159178,-25.59458053868111,-24.09082954324251,11.625663983075736,14.905327
3313467217603774976,68.6922775935318,17.5971840575499,-1.0059112402436288,-3.6870111601373408,0.5094390216993083,15.352495
3313521746508341120,68.90253122136801,18.119259243501364,1.453891026528062,-3.9332922437185593,0.5754697776223222,15.181719
3313508724167639552,68.88424226956141,17.881858211372002,19.46576770847299,-15.779758509942106,1.2499959968963998,15.287128
3313521402910957184,68.93922064722608,18.09616246551376,2.405504915385955,-9.201326634514414,1.3638990767929937,16.298578
3313521712148603264,68.89474057754114,18.11825282594968,1.090877384630238,1.7449545748277706,0.6929691967962397,16.074295
3313467286323252352,68.67358892131313,17.608341725393203,39.45816185156192,0.42033867533908736,3.2368103523129146,16.82334
3313508552368823936,68.81853279997651,17.88952069590519,1.6781450364581414,-4.2457602876634155,0.5836585007916291,15.016542
3313521368551220480,68.92679356246245,18.080170622224458,-3.5415521130910173,-5.336324636189133,1.195919349253938,16.95599
3313521437270696960,68.92430529459523,18.089083682623986,15.815914355706859,-18.379376821724104,1.4913251725200893,14.947219
3313522639861540480,68.84733120850052,18.132099665750673,178.99275645484957,-158.74411067131658,29.59391939635719,15.1289625
3313509102124632832,68.86000021603571,17.9294370500296,9.182743361457437,-12.610923391075602,1.1547236849063647,14.605584
3313521334191482624,68.91576444631903,18.08313903655099,3.2240231681819562,-3.6370712774837664,0.7873873958842037,16.020632
3313519753643519488,68.89688159446698,18.057936513226075,10.971083605710637,-3.0921226742716055,1.009310937049599,15.459834
3313496973137118976,68.8872988688959,17.875224298410092,3.8747131735665903,-5.26862160654136,0.6281089771506614,14.239505
3313520887514886656,68.82251976409252,18.09176991613768,0.5684419864974076,0.45681625391869984,0.6318362326382596,15.063548
3313519719283782400,68.87634004626936,18.040739262707536,-5.61244778111088,-7.952085252525556,2.4102315964485923,14.669961
3313519616204567424,68.87135003070902,18.041314567472124,29.185338077694162,-44.43108828323179,3.906717467614727,13.310822
3313520956234364672,68.79184327367648,18.085026035193927,0.2631714732214848,7.2386516921894835,1.8282337171456204,15.078127
3313520681356457856,68.82346597480768,18.06232587179843,-9.711783999301227,20.43215878315843,9.288597532332572,16.136581
3313516729986543616,68.91213468863222,18.036218299223613,4.850093089375482,-8.408649313434003,0.9648496865222327,16.314749
3313520956234364288,68.79964490938123,18.088156495385313,0.97674419435083,0.11474976859538938,0.8674870647873081,15.787589
3313520956234365056,68.79530813699587,18.08037209488848,7.933340365346741,-3.8460704293411445,0.8888519525766448,15.519916
3313496389021578240,68.86615914396552,17.833942188022682,11.994935560971605,-6.99867715139842,1.6060298274030558,13.280341
3313516626907331200,68.87194217314689,18.01019698068119,-0.6248624444264779,1.1659179202947012,0.7061508221377669,14.431291
3313519203887709568,68.8466621855663,18.009454262494142,0.3089026966198586,-8.754198795907833,0.5967662910212232,14.576262
3313516794408853504,68.91211722815682,18.039049114596814,-1.8087713728247086,-6.177354616073829,1.8479850278755987,17.874796
3313519547485092864,68.8243797620896,18.04127756851923,-0.4915191382735721,-1.1923053377202102,1.1468250474825372,15.897745
3313509858038877184,68.85602531172825,17.930830116739717,9.983150499963688,-5.894345444998496,1.1166578273618788,16.298584
3313523254040435968,68.88692327938136,18.181150586053842,30.638443866324224,-35.894636819660946,5.039127915438254,17.738235
3313513190933498752,68.78735809897464,17.98081322340866,-1.314439083010625,-0.7887582143803049,0.5430537708550075,15.374801
3313513122214022528,68.79571000379211,17.97083898235212,-5.118322857243962,-16.880407498266848,2.9644545652930225,15.998562
3313514496603557376,68.72266775892044,18.022362508882715,5.110992893157315,-9.96132954840575,0.8843954868760135,16.116798
3313508277491052800,68.8341328588948,17.86277487953213,7.543933054745761,-2.381257763571186,1.7264248635078874,14.94702
3313522605501802880,68.8423159018336,18.12425797753372,-1.4812495336022051,-3.5061338363099046,0.9721387418919045,16.255232
3313509651880451968,68.7677974957733,17.92384330257599,6.509880150996959,-28.5338976423047,1.3973154081705046,14.589532
3313513706329578240,68.72416334754128,17.97564030084282,10.380373239564808,-5.658546185027627,4.396096998920992,11.068615
3313510029837572352,68.78725354773951,17.939613453198973,0.2143127508952457,-5.154454894568163,2.652629640621664,17.758514
3313510029837572480,68.78448165086313,17.93821497234276,3.176337455157217,3.081505915572825,1.0596404731723832,13.932174
3313514393524342784,68.72425957690648,18.016830870372996,6.672733388737697,-9.507702990715492,2.2543513381835236,15.192064
3313521746508340224,68.91283235955228,18.12437479483041,8.181318045196663,-7.151324617766245,1.8280995974879575,14.960917
3313467389402483200,68.60686087610152,17.56813502437286,1.4700320672871912,-5.261446894485234,0.8335372164159902,16.047905
3313514187365913216,68.72679774725079,18.00720684191877,1.187297721771268,-3.0418069561063015,1.0966351037190343,14.740974
3313509720599926656,68.82514600532855,17.9181034130747,26.667026992867413,7.520488888816159,1.6196431571974192,14.065203
3313513019134809344,68.79222408449672,17.95201166488308,0.20855140532046862,-4.985627207857472,3.0942097590359032,17.760761
3313521849587555072,68.94365560160396,18.109603449713568,-1.1790423239219718,-0.2509888014869831,1.0146311026701853,15.72025
3313509067764896512,68.84905738471791,17.920143962614006,6.694153573776313,-8.228656382929126,1.410563311058814,13.349364
3313521196752530048,68.81694066529309,18.126845887642904,2.8534552312186685,-3.4230416642320254,1.0221402665039299,14.164139
3313467045805080832,68.7113497994179,17.5955122767423,3.118533768938391,-2.6104209390789603,0.5609678819497167,15.515354
3313512366299786880,68.62672706853432,17.954265676058164,2.8991566303296294,2.5477373258130256,1.0183005403437029,14.50404
3313523292696563712,68.90429781012648,18.188542404750866,-5.670814403688511,-1.8707503376658605,2.8607457013680437,14.688087
3313509411362286336,68.75383109110116,17.883931050363955,18.621338768946565,-16.951358758649874,1.9219628589051074,13.448812
3313513912488010112,68.67105067816257,17.98486175545231,-11.57273859389511,2.1830695423964217,1.6883674783832423,15.256269
3313521402910958080,68.93855216266358,18.086149687587763,-6.380929672570584,4.326566965051374,1.4338743829338243,15.642851
3313509239563593216,68.7778949490395,17.885885044502615,26.615729440344065,-24.318820517970668,0.9882905691706851,14.781539
3313512538098476288,68.73140572939188,17.924323351447324,7.590323385717622,-3.9650984371963887,1.6534953013845162,13.021626
3313512709897168640,68.71699941822632,17.9267616287233,4.697650479317505,-22.270080230522723,1.0458066429224677,15.520479
3313512469378999936,68.73269896746919,17.91656278290382,-1.8375315146369098,0.8473616435948704,1.1216808381527037,12.763415
3313494774113893248,68.80378659153193,17.79319522004577,1.6876927580889254,-2.0621108451344603,0.6312197922266232,12.332289
3313507177979297536,68.70430536068788,17.833020832698963,5.734427579592063,-8.875738782162372,1.966833340136788,14.592652
3313467011445347072,68.69559779441414,17.581345928767078,25.99570171710867,-3.19193198653461,3.485687803584751,14.736948
3313507555936418688,68.71553775757916,17.84017320585842,5.647124983093306,-11.78312808534271,1.9476961203716394,16.02625
3313511576025808128,68.61406747463855,17.906658781318498,10.360688358310021,-10.524979127447436,1.0946405007356845,14.016004
